,Palavra,Categoria gramatical,Fonética
41723,nes·to·ri·a·no,adjetivo,nes.to.ɾjˈə.nʊ
41724,ne·ta,nome feminino,nˈɛ.tə
41725,ne·tas,nome feminino,nˈɛ.təs
41726,ne·ti·que·ta,nome feminino,ne.tʃi.kˈe.tə
41727,ne·to,nome masculino,nˈɛ.tʊ
41728,neu·ra,adjetivo,nˈew.ɾə
41729,neu·ra,nome feminino,nˈew.ɾə
41730,neu·ral,adjetivo,new.ɾˈaw
41731,neu·ras·te·ni·a,nome feminino,new.ɾas.te.nˈi.jə
41732,neu·ras·té·ni·ca,nome feminino,new.ɾas.tˈɛ.ni.kə
41733,neu·ras·té·ni·co,nome masculino,new.ɾas.tˈɛ.ni.kʊ
41734,neu·ras·té·ni·co,adjetivo,new.ɾas.tˈɛ.ni.kʊ
41735,neu·ro·a·na·to·mi·a,nome feminino,new.ɾo.a.na.to.mˈi.jə
41736,neu·ro·bi·o·lo·gi·a,nome feminino,new.ɾo.bi.o.lo.ʒˈi.jə
41737,neu·ro·bi·o·ló·gi·co,adjetivo,new.ɾo.bi.o.lˈɔ.ʒi.kʊ
41738,neu·ro·bi·ó·lo·go,nome masculino,new.ɾo.bi.ˈɔ.lo.gʊ
41739,neu·ro·ci·ên·ci·a,nome feminino,new.ɾo.si.ˈẽj.sjə
41740,neu·ro·ci·en·tis·ta,nome masculino,new.ɾo.si.ẽ.tʃˈis.tə
41741,neu·ro·ci·en·tis·ta,adjetivo,new.ɾo.si.ẽ.tʃˈis.tə
41742,neu·ro·ci·en·tis·ta,nome feminino,new.ɾo.si.ẽ.tʃˈis.tə
41743,neu·ro·ci·rur·gi·a,nome feminino,new.ɾo.si.ɾuɾ.ʒˈi.jə
41744,neu·ro·ci·rur·gi·ão,nome masculino,new.ɾo.si.ɾuɾ.ʒi.ˈə̃w
41745,neu·ro·ci·rúr·gi·co,adjetivo,new.ɾo.si.ɾˈuɾ.ʒi.kʊ
41746,neu·ro·fi·bri·lar,adjetivo,new.ɾo.fi.bɾi.lˈaɾ
41747,neu·ro·fi·bro·ma·to·se,nome feminino,new.ɾo.fi.bɾo.ma.tˈɔ.zi
41748,neu·ro·fi·si·o·lo·gi·a,nome feminino,new.ɾo.fi.zi.o.lo.ʒˈi.jə
41749,neu·ro·gra·fi·a,nome feminino,new.ɾo.gɾa.fˈi.jə
41750,neu·ro·lép·ti·co,nome masculino,new.ɾo.lˈɛ.pi.tʃi.kʊ
41751,neu·ro·lép·ti·co,adjetivo,new.ɾo.lˈɛ.pi.tʃi.kʊ
41752,neu·ro·lo·gi·a,nome feminino,new.ɾo.lo.ʒˈi.jə
41753,neu·ro·ló·gi·co,adjetivo,new.ɾo.lˈɔ.ʒi.kʊ
41754,neu·ro·lo·gis·ta,nome feminino,new.ɾo.lo.ʒˈis.tə
41755,neu·ro·lo·gis·ta,nome masculino,new.ɾo.lo.ʒˈis.tə
41756,neu·ró·lo·go,nome masculino,new.ɾˈɔ.lo.gʊ
41757,neu·ro·mus·cu·lar,adjetivo,new.ɾo.mus.ku.lˈaɾ
41758,neu·ró·ni·o,nome masculino,new.ɾˈɔ.njʊ
41759,neu·rô·ni·o,nome masculino,new.ɾˈɔ.njʊ
41760,neu·ro·pa·ti·a,nome feminino,new.ɾo.pa.tʃˈi.jə
41761,neu·ro·pa·to·lo·gi·a,nome feminino,new.ɾo.pa.to.lo.ʒˈi.jə
41762,neu·ro·pa·to·lo·gis·ta,nome feminino,new.ɾo.pa.to.lo.ʒˈis.tə
41763,neu·ro·pa·to·lo·gis·ta,nome masculino,new.ɾo.pa.to.lo.ʒˈis.tə
41764,neu·ro·pa·to·lo·gis·ta,adjetivo,new.ɾo.pa.to.lo.ʒˈis.tə
41765,neu·rop·si·co·lo·gi·a,nome feminino,new.ɾo.pi.si.ko.lo.ʒˈi.jə
41766,neu·rop·si·qui·á·tri·co,adjetivo,new.ɾo.pi.si.kjˈa.tɾi.kʊ
41767,neu·ro·se,nome feminino,new.ɾˈɔ.zi
41768,neu·ró·ti·ca,nome feminino,new.ɾˈɔ.tʃi.kə
41769,neu·ró·ti·co,nome masculino,new.ɾˈɔ.tʃi.kʊ
41770,neu·ró·ti·co,adjetivo,new.ɾˈɔ.tʃi.kʊ
41771,neu·ro·to·xi·na,nome feminino,new.ɾo.to.ki.sˈi.nə
41772,neu·ro·trans·mis·sor,nome masculino,new.ɾo.tɾə̃z.mi.sˈoɾ
41773,neu·tral,adjetivo,new.tɾˈaw
41774,neu·tra·li·da·de,nome feminino,new.tɾa.li.dˈa.dʒi
41775,neu·tra·lis·mo,nome masculino,new.tɾa.lˈiz.mʊ
41776,neu·tra·lis·ta,nome masculino,new.tɾa.lˈis.tə ou new.tɾa.lˈis.tə
41777,neu·tra·lis·ta,adjetivo,new.tɾa.lˈis.tə
41778,neu·tra·li·za·ção,nome feminino,new.tɾa.li.za.sˈə̃w
41779,neu·tra·li·za·do,adjetivo,new.tɾa.li.zˈa.dʊ
41780,neu·tra·li·zan·te,adjetivo,new.tɾa.li.zˈə̃.tʃi
41781,neu·tra·li·zar,verbo,new.tɾa.li.zˈa
41782,neu·tral·men·te,advérbio,new.tɾaw.mˈẽj.tʃi
41783,neu·trão,nome masculino,new.tɾˈə̃w
41784,neu·tri·no,nome masculino,new.tɾˈi.nʊ
41785,neu·tro,adjetivo,nˈew.tɾʊ
41786,neu·tro,nome masculino,nˈew.tɾʊ
41787,neu·tró·fi·lo,adjetivo,new.tɾˈɔ.fi.lʊ
41788,neu·tró·fi·lo,nome masculino,new.tɾˈɔ.fi.lʊ
41789,neu·tró·ni·ca,nome feminino,new.tɾˈɔ.ni.kə
41790,neu·tró·ni·co,adjetivo,new.tɾˈɔ.ni.kʊ
41791,ne·va·da,nome feminino,ne.vˈa.də
41792,ne·va·do,adjetivo,ne.vˈa.dʊ
41793,ne·va·do,nome masculino,ne.vˈa.dʊ
41794,ne·vão,nome masculino,ne.vˈə̃w
41795,ne·var,verbo,ne.vˈa
41796,ne·ve,nome feminino,nˈɛ.vi
41797,ne·vei·ro,nome masculino,ne.vˈej.ɾʊ
41798,né·vo·a,nome feminino,nˈɛ.vwə
41799,ne·vo·ei·ro,nome masculino,ne.vwˈej.ɾʊ
41800,ne·vo·en·tar,verbo,ne.vwẽ.tˈa
41801,ne·vo·en·to,adjetivo,ne.vwˈẽj.tʊ
41802,ne·vral·gi·a,nome feminino,ne.vɾaw.ʒˈi.jə
41803,ne·vrál·gi·co,adjetivo,ne.vɾˈaw.ʒi.kʊ
41804,ne·vro·se,nome feminino,ne.vɾˈɔ.zi
41805,ne·vró·ti·ca,nome feminino,ne.vɾˈɔ.tʃi.kə
41806,ne·vró·ti·co,adjetivo,ne.vɾˈɔ.tʃi.kʊ
41807,ne·vró·ti·co,nome masculino,ne.vɾˈɔ.tʃi.kʊ
41808,new·to·ni·a·na,nome feminino,new.to.njˈə.nə
41809,new·to·ni·a·no,adjetivo,new.to.njˈə.nʊ
41810,new·to·ni·a·no,nome masculino,new.to.njˈə.nʊ
41811,ne·xo,nome masculino,nˈɛ.kə.sʊ
41812,ngan·ga,nome masculino,ngˈə̃.gə ou ngˈə̃.gə
41813,ngan·ga,adjetivo,ngˈə̃.gə
41814,nha·ca,nome feminino,ɲˈa.kə
41815,nhô,nome masculino,ɲˈo
41816,nhu,nome masculino,ɲˈu
41817,ni,nome masculino,ni
41818,ni·al,nome masculino,njˈaw
41819,ni·ca,nome feminino,nˈi.kə
41820,ni·car,verbo,ni.kˈa
41821,ni·ca·ra·guen·se,adjetivo,ni.ka.ɾa.gwˈẽj.si
41822,ni·ca·ra·guen·se,nome masculino,ni.ka.ɾa.gwˈẽj.si
41823,ni·ca·ra·guen·se,nome feminino,ni.ka.ɾa.gwˈẽj.si
41824,ni·cho,nome masculino,nˈi.ʃʊ
41825,ni·cles,advérbio,nˈi.klis
41826,ni·cles,pronome,nˈi.klis
41827,ni·co,nome masculino,nˈi.kʊ
41828,ni·col,nome masculino,ni.kˈɔw
41829,ni·co·ti·na,nome feminino,ni.ko.tʃˈi.nə
41830,ni·co·ti·no,adjetivo,ni.ko.tʃˈi.nʊ
41831,ni·da·ção,nome feminino,ni.da.sˈə̃w
41832,ni·di·fi·ca·ção,nome feminino,ni.dʒi.fi.ka.sˈə̃w
41833,ni·di·fi·car,verbo,ni.dʒi.fi.kˈa
41834,ni·etzs·chi·a·no,nome masculino,ni.tʃjˈə.nʊ
41835,ni·etzs·chi·a·no,adjetivo,ni.tʃjˈə.nʊ
41836,ni·ge·ri·a·na,nome feminino,ni.ʒe.ɾjˈə.nə
41837,ni·ge·ri·a·no,adjetivo,ni.ʒe.ɾjˈə.nʊ
41838,ni·ge·ri·a·no,nome masculino,ni.ʒe.ɾjˈə.nʊ
41839,ni·ge·ri·na,nome feminino,ni.ʒe.ɾˈi.nə
41840,ni·ge·ri·no,adjetivo,ni.ʒe.ɾˈi.nʊ
41841,ni·ge·ri·no,nome masculino,ni.ʒe.ɾˈi.nʊ
41842,ni·i·lis·mo,nome masculino,ni.i.lˈiz.mʊ
41843,ni·i·lis·ta,nome feminino,ni.i.lˈis.tə
41844,ni·i·lis·ta,nome masculino,ni.i.lˈis.tə
41845,ni·i·lis·ta,adjetivo,ni.i.lˈis.tə
41846,nil,nome masculino,nˈiw
41847,nim·bar,verbo,nĩ.bˈa
41848,nim·bo,nome masculino,nˈĩ.bʊ
41849,ni·na,nome feminino,nˈi.nə
41850,ni·nar,verbo,ni.nˈa
41851,nin·fa,nome feminino,nˈĩ.fə
41852,nin·fe·ta,nome feminino,nĩ.fˈe.tə
41853,nin·fó·ma·na,nome feminino,nĩ.fˈɔ.ma.nə
41854,nin·fo·ma·ni·a,nome feminino,nĩ.fo.ma.nˈi.jə
41855,nin·fo·ma·ní·a·ca,nome feminino,nĩ.fo.ma.nˈi.a.kə
41856,nin·fo·ma·ní·a·co,adjetivo,nĩ.fo.ma.nˈi.a.kʊ
41857,nin·guém,pronome,nĩɲ.gˈeɲ
41858,nin·guém,nome masculino,nĩɲ.gˈeɲ
41859,nin·guém,adjetivo,nĩɲ.gˈeɲ
41860,ni·nha·da,nome feminino,ni.ɲˈa.də
41861,ni·nhar,verbo,ni.ɲˈa
41862,ni·nha·ri·a,nome feminino,ni.ɲa.ɾˈi.jə
41863,ni·nho,nome masculino,nˈi.ɲʊ
41864,ni·ni,nome masculino,ni.nˈi ou ni.nˈi
41865,nin·ja,nome feminino,nˈĩ.ʒə
41866,nin·ja,nome masculino,nˈĩ.ʒə
41867,ni·no,nome masculino,nˈi.nʊ
41868,ni·ó·bi·o,nome masculino,ni.ˈɔ.bjʊ
41869,ni·pa,nome feminino,nˈi.pə
41870,ni·pó·ni·ca,nome feminino,ni.pˈɔ.ni.kə
41871,ni·pó·ni·co,nome masculino,ni.pˈɔ.ni.kʊ
41872,ni·pó·ni·co,adjetivo,ni.pˈɔ.ni.kʊ
41873,ní·quel,nome masculino,nˈi.kew
41874,ni·que·la·do,adjetivo,ni.ke.lˈa.dʊ
41875,ni·que·la·do,nome masculino,ni.ke.lˈa.dʊ
41876,ni·que·lar,verbo,ni.ke.lˈa
41877,nir·va·na,nome masculino,niɾ.vˈə.nə
41878,ni·sen·se,adjetivo,ni.zˈẽj.si
41879,ni·sen·se,nome masculino,ni.zˈẽj.si ou ni.zˈẽj.si
41880,nis·to,advérbio,nˈis.tʊ
41881,ni·ti·da·men·te,advérbio,ni.tʃi.da.mˈẽj.tʃi
41882,ni·ti·dez,nome feminino,ni.tʃi.dˈes
41883,ní·ti·do,adjetivo,nˈi.tʃi.dʊ
41884,ni·trar,verbo,ni.tɾˈa
41885,ni·tra·tar,verbo,ni.tɾa.tˈa
41886,ni·tra·to,nome masculino,ni.tɾˈa.tʊ
41887,ní·tri·co,adjetivo,nˈi.tɾi.kʊ
41888,ni·tri·fi·ca·do,adjetivo,ni.tɾi.fi.kˈa.dʊ
41889,ni·tri·fi·car,verbo,ni.tɾi.fi.kˈa
41890,ni·trir,verbo,ni.tɾˈi
41891,ni·tri·to,nome masculino,ni.tɾˈi.tʊ
41892,ni·tro,nome masculino,nˈi.tɾʊ
41893,ni·tro·ce·lu·lo·se,nome feminino,ni.tɾo.se.lu.lˈɔ.zi
41894,ni·tro·gé·ni·o,nome masculino,ni.tɾo.ʒˈɛ.njʊ
41895,ni·tro·gli·ce·ri·na,nome feminino,ni.tɾo.gli.se.ɾˈi.nə
41896,ni·tro·sa·mi·na,nome feminino,ni.tɾo.za.mˈi.nə
41897,ni·tro·so,adjetivo,ni.tɾˈo.zʊ
41898,ní·vel,nome masculino,nˈi.vew
41899,ni·ve·la·ção,nome feminino,ni.ve.la.sˈə̃w
41900,ni·ve·la·do,adjetivo,ni.ve.lˈa.dʊ
41901,ni·ve·la·dor,adjetivo,ni.ve.la.dˈoɾ
41902,ni·ve·la·dor,nome masculino,ni.ve.la.dˈoɾ
41903,ni·ve·la·do·ra,nome feminino,ni.ve.la.dˈo.ɾə
41904,ni·ve·la·men·to,nome masculino,ni.ve.la.mˈẽj.tʊ
41905,ni·ve·lar,verbo,ni.ve.lˈa
41906,ní·ve·o,adjetivo,nˈi.vjʊ
41907,ni·za,nome feminino,nˈi.zə
41908,no,pronome,nˈu
41909,nó,nome masculino,nˈɔ
41910,no,pronome,nˈu
41911,no,pronome,nˈu
41912,no·a,nome feminino,nˈo.ə
41913,no·be·li·zá·vel,nome masculino,no.be.li.zˈa.vew ou no.be.li.zˈa.vew
41914,no·be·li·zá·vel,adjetivo,no.be.li.zˈa.vew
41915,no·bi·li·á·ri·o,adjetivo,no.bi.ljˈa.ɾjʊ
41916,no·bi·li·á·ri·o,nome masculino,no.bi.ljˈa.ɾjʊ
41917,no·bi·li·ar·qui·ca·men·te,advérbio,no.bi.ljaɾ.ki.ka.mˈẽj.tʃi
41918,no·bi·li·ár·qui·co,adjetivo,no.bi.ljˈaɾ.ki.kʊ
41919,no·bi·lís·si·mo,adjetivo,no.bi.lˈi.si.mʊ
41920,no·bi·li·ta·ção,nome feminino,no.bi.li.ta.sˈə̃w
41921,no·bi·li·tan·te,adjetivo,no.bi.li.tˈə̃.tʃi
41922,no·bi·li·tar,verbo,no.bi.li.tˈa
41923,no·bre,nome feminino,nˈɔ.bɾi
41924,no·bre,adjetivo,nˈɔ.bɾi
41925,no·bre,nome masculino,nˈɔ.bɾi
41926,no·bre·men·te,advérbio,nɔ.bɾe.mˈẽj.tʃi
41927,no·bre·za,nome feminino,no.bɾˈe.zə
41928,no·ca,nome feminino,nˈɔ.kə
41929,no·ção,nome feminino,no.sˈə̃w
41930,no·ci·va·men·te,advérbio,no.si.va.mˈẽj.tʃi
41931,no·ci·vi·da·de,nome feminino,no.si.vi.dˈa.dʒi
41932,no·ci·vo,adjetivo,no.sˈi.vʊ
41933,noc·tí·va·ga,nome feminino,no.ki.tʃˈi.va.gə
41934,noc·tí·va·go,nome masculino,no.ki.tʃˈi.va.gʊ
41935,noc·tí·va·go,adjetivo,no.ki.tʃˈi.va.gʊ
41936,no·dal,adjetivo,no.dˈaw
41937,no·do,nome masculino,nˈɔ.dʊ
41938,nó·do·a,nome feminino,nˈɔ.dwə
41939,no·do·so,adjetivo,no.dˈo.zʊ
41940,no·du·lar,adjetivo,no.du.lˈaɾ
41941,no·du·lar,verbo,no.du.lˈa
41942,nó·du·lo,nome masculino,nˈɔ.du.lʊ
41943,no·guei·ra,nome feminino,no.gˈej.ɾə
41944,noi·a,nome feminino,nˈɔj.jə
41945,noi·ta·da,nome feminino,noj.tˈa.də
41946,noi·te,nome feminino,nˈoj.tʃi
41947,noi·ti·bó,nome masculino,noj.tʃi.bˈɔ
41948,noi·ti·nha,nome feminino,noj.tʃˈi.ɲə
41949,noi·va,nome feminino,nˈoj.və
41950,noi·va·do,nome masculino,noj.vˈa.dʊ
41951,noi·var,verbo,noj.vˈa
41952,noi·vo,nome masculino,nˈoj.vʊ
41953,noi·vos,nome masculino,nˈoj.vʊs
41954,no·jar,verbo,no.ʒˈa
41955,no·jei·ra,nome feminino,no.ʒˈej.ɾə
41956,no·jen·ta,nome feminino,no.ʒˈẽj.tə
41957,no·jen·ta·men·te,advérbio,no.ʒẽ.ta.mˈẽj.tʃi
41958,no·jen·to,nome masculino,no.ʒˈẽj.tʊ
41959,no·jen·to,adjetivo,no.ʒˈẽj.tʊ
41960,no·ji·ce,nome feminino,no.ʒˈi.si
41961,no·jo,nome masculino,nˈo.ʒʊ
41962,no·ma,nome feminino,nˈo.mə
41963,nó·ma·da,adjetivo,nˈɔ.ma.də
41964,nó·ma·da,nome masculino,nˈɔ.ma.də ou nˈɔ.ma.də
41965,no·ma·dis·mo,nome masculino,nɔ.ma.dʒˈiz.mʊ
41966,no·me,nome masculino,nˈo.mi
41967,no·me·a·ção,nome feminino,no.mi.a.sˈə̃w
41968,no·me·a·da,nome feminino,no.mi.ˈa.də
41969,no·me·a·da·men·te,advérbio,no.mi.a.da.mˈẽj.tʃi
41970,no·me·a·do,nome masculino,no.mi.ˈa.dʊ
41971,no·me·a·do,adjetivo,no.mi.ˈa.dʊ
41972,no·me·a·dor,nome masculino,no.mi.a.dˈoɾ
41973,no·me·a·dor,adjetivo,no.mi.a.dˈoɾ
41974,no·me·ar,verbo,no.mi.ˈa
41975,no·men·cla·tu·ra,nome feminino,no.mẽ.kla.tˈu.ɾə
41976,no·men·cla·tu·rar,verbo,no.mẽ.kla.tu.ɾˈa
41977,no·mi·na·ção,nome feminino,no.mi.na.sˈə̃w
41978,no·mi·nal,adjetivo,no.mi.nˈaw
41979,no·mi·na·lis·mo,nome masculino,no.mi.na.lˈiz.mʊ
41980,no·mi·na·lis·ta,nome masculino,no.mi.na.lˈis.tə
41981,no·mi·na·lis·ta,nome feminino,no.mi.na.lˈis.tə
41982,no·mi·na·lis·ta,adjetivo,no.mi.na.lˈis.tə
41983,no·mi·nal·men·te,advérbio,no.mi.naw.mˈẽj.tʃi
41984,no·mi·nar,verbo,no.mi.nˈa
41985,no·mi·na·ti·vo,nome masculino,no.mi.na.tʃˈi.vʊ
41986,no·mi·na·ti·vo,adjetivo,no.mi.na.tʃˈi.vʊ
41987,no·mi·nho,nome masculino,no.mˈi.ɲʊ
41988,no·mo,nome masculino,nˈo.mʊ
41989,no·mo·té·ti·co,adjetivo,nɔ.mɔ.tˈɛ.tʃi.kʊ
41990,no·na,nome feminino,nˈo.nə
41991,no·na·ge·ná·ri·a,nome feminino,no.na.ʒe.nˈa.ɾjə
41992,no·na·ge·ná·ri·o,nome masculino,no.na.ʒe.nˈa.ɾjʊ
41993,no·na·ge·ná·ri·o,adjetivo,no.na.ʒe.nˈa.ɾjʊ
41994,no·na·gé·si·mo,número,no.na.ʒˈɛ.zi.mʊ ou no.na.ʒˈɛ.zi.mʊ
41995,no·na·gé·si·mo,nome masculino,no.na.ʒˈɛ.zi.mʊ
41996,no·nas,nome feminino,nˈo.nəs
41997,no·na·to,nome masculino,no.nˈa.tʊ
41998,no·na·to,adjetivo,no.nˈa.tʊ
41999,nó·ni·o,nome masculino,nˈɔ.njʊ
42000,no·no,nome masculino,nˈo.nʊ
42001,no·no,número,nˈo.nʊ
42002,no·no,número,nˈo.nʊ
42003,no·o·ló·gi·co,adjetivo,no.lˈɔ.ʒi.kʊ
42004,nor-nor·des·te,nome masculino,nˌor.noɾ.dˈɛs.tʃi
42005,nor-nor·des·te,adjetivo,nˌor.noɾ.dˈɛs.tʃi
42006,nor-no·ro·es·te,adjetivo,nˌor.no.ɾwˈɛs.tʃi
42007,nor-no·ro·es·te,nome masculino,nˌor.no.ɾwˈɛs.tʃi
42008,no·ra,nome feminino,nˈɔ.ɾə
42009,no·ra·dre·na·li·na,nome feminino,no.ɾa.dɾe.na.lˈi.nə
42010,nor·des·te,adjetivo,noɾ.dˈɛs.tʃi
42011,nor·des·te,nome masculino,noɾ.dˈɛs.tʃi
42012,nor·des·ten·se,nome masculino,noɾ.des.tˈẽj.si ou noɾ.des.tˈẽj.si
42013,nor·des·ten·se,adjetivo,noɾ.des.tˈẽj.si
42014,nor·des·ti·na,nome feminino,noɾ.des.tʃˈi.nə
42015,nor·des·ti·no,nome masculino,noɾ.des.tʃˈi.nʊ
42016,nor·des·ti·no,adjetivo,noɾ.des.tʃˈi.nʊ
42017,nór·di·ca,nome feminino,nˈɔɾ.dʒi.kə
42018,nór·di·co,adjetivo,nˈɔɾ.dʒi.kʊ
42019,nór·di·co,nome masculino,nˈɔɾ.dʒi.kʊ
42020,nor·ma,nome feminino,nˈɔɾ.mə
42021,nor·mal,adjetivo,noɾ.mˈaw
42022,nor·mal,nome masculino,noɾ.mˈaw
42023,nor·mal,nome feminino,noɾ.mˈaw
42024,nor·ma·li·da·de,nome feminino,noɾ.ma.li.dˈa.dʒi
42025,nor·ma·li·za·ção,nome feminino,noɾ.ma.li.za.sˈə̃w
42026,nor·ma·li·za·do,adjetivo,noɾ.ma.li.zˈa.dʊ
42027,nor·ma·li·za·dor,adjetivo,noɾ.ma.li.za.dˈoɾ
42028,nor·ma·li·za·dor,nome masculino,noɾ.ma.li.za.dˈoɾ
42029,nor·ma·li·za·do·ra,nome feminino,noɾ.ma.li.za.dˈo.ɾə
42030,nor·ma·li·zar,verbo,noɾ.ma.li.zˈa
42031,nor·mal·men·te,advérbio,noɾ.maw.mˈẽj.tʃi
42032,nor·man·da,nome feminino,noɾ.mˈə̃.də
42033,nor·man·do,nome masculino,noɾ.mˈə̃.dʊ
42034,nor·man·do,adjetivo,noɾ.mˈə̃.dʊ
42035,nor·ma·ti·va·men·te,advérbio,noɾ.ma.tʃi.va.mˈẽj.tʃi
42036,nor·ma·ti·vi·da·de,nome feminino,noɾ.ma.tʃi.vi.dˈa.dʒi
42037,nor·ma·ti·vis·mo,nome masculino,noɾ.ma.tʃi.vˈiz.mʊ
42038,nor·ma·ti·vis·ta,nome masculino,noɾ.ma.tʃi.vˈis.tə ou noɾ.ma.tʃi.vˈis.tə
42039,nor·ma·ti·vis·ta,adjetivo,noɾ.ma.tʃi.vˈis.tə
42040,nor·ma·ti·vo,adjetivo,noɾ.ma.tʃˈi.vʊ
42041,nor·mó·gra·fo,nome masculino,noɾ.mˈɔ.gɾa.fʊ
42042,no·ro·es·te,adjetivo,no.ɾwˈɛs.tʃi
42043,no·ro·es·te,nome masculino,no.ɾwˈɛs.tʃi
42044,nor·ta·da,nome feminino,nɔɾ.tˈa.də
42045,nor·te,adjetivo,nˈɔɾ.tʃi
42046,nor·te,nome masculino,nˈɔɾ.tʃi
42047,nor·te-a·fri·ca·na,nome feminino,nˌɔɾ.tʃi.a.fɾi.kˈə.nə
42048,nor·te-a·fri·ca·no,nome masculino,nˌɔɾ.tʃi.a.fɾi.kˈə.nʊ
42049,nor·te-a·fri·ca·no,adjetivo,nˌɔɾ.tʃi.a.fɾi.kˈə.nʊ
42050,nor·te-a·me·ri·ca·na,nome feminino,nˌɔɾ.tʃi.a.me.ɾi.kˈə.nə
42051,nor·te-a·me·ri·ca·no,adjetivo,nˌɔɾ.tʃi.a.me.ɾi.kˈə.nʊ
42052,nor·te-a·me·ri·ca·no,nome masculino,nˌɔɾ.tʃi.a.me.ɾi.kˈə.nʊ
42053,nor·te-co·re·a·na,nome feminino,nˌɔɾ.tʃi.ko.ɾi.ˈə.nə
42054,nor·te-co·re·a·no,nome masculino,nˌɔɾ.tʃi.ko.ɾi.ˈə.nʊ
42055,nor·te-co·re·a·no,adjetivo,nˌɔɾ.tʃi.ko.ɾi.ˈə.nʊ
42056,nor·te·a·do,adjetivo,noɾ.tʃi.ˈa.dʊ
42057,nor·te·a·dor,nome masculino,noɾ.tʃi.a.dˈoɾ
42058,nor·te·a·dor,adjetivo,noɾ.tʃi.a.dˈoɾ
42059,nor·te·ar,verbo,noɾ.tʃi.ˈa
42060,nor·te·nha,nome feminino,noɾ.tˈe.ɲə
42061,nor·te·nho,nome masculino,noɾ.tˈe.ɲʊ
42062,nor·te·nho,adjetivo,noɾ.tˈe.ɲʊ
42063,nor·tis·ta,nome feminino,noɾ.tʃˈis.tə
42064,nor·tis·ta,nome masculino,noɾ.tʃˈis.tə
42065,nor·tis·ta,adjetivo,noɾ.tʃˈis.tə
42066,no·ru·e·guês,adjetivo,no.ɾu.e.gˈes
42067,no·ru·e·guês,nome masculino,no.ɾu.e.gˈes
42068,no·ru·e·gue·sa,nome feminino,no.ɾu.e.gˈe.zə
42069,nos,pronome,nˈus
42070,nós,pronome,nˈɔs
42071,nos·so,pronome,nˈɔ.sʊ
42072,nos·so,artigo,nˈɔ.sʊ
42073,nos·tal·gi·a,nome feminino,nos.taw.ʒˈi.jə
42074,nos·tál·gi·ca,nome feminino,nos.tˈaw.ʒi.kə
42075,nos·tal·gi·ca·men·te,advérbio,nos.taw.ʒi.ka.mˈẽj.tʃi
42076,nos·tál·gi·co,nome masculino,nos.tˈaw.ʒi.kʊ
42077,nos·tál·gi·co,adjetivo,nos.tˈaw.ʒi.kʊ
42078,no·ta,nome feminino,nˈɔ.tə
42079,no·ta·bi·li·da·de,nome feminino,no.ta.bi.li.dˈa.dʒi
42080,no·ta·bi·lís·si·mo,adjetivo,no.ta.bi.lˈi.si.mʊ
42081,no·ta·bi·li·za·do,adjetivo,no.ta.bi.li.zˈa.dʊ
42082,no·ta·bi·li·zar,verbo,no.ta.bi.li.zˈa
42083,no·ta·ção,nome feminino,no.ta.sˈə̃w
42084,no·ta·da·men·te,advérbio,no.ta.da.mˈẽj.tʃi
42085,no·ta·do,adjetivo,no.tˈa.dʊ
42086,no·ta·dor,adjetivo,no.ta.dˈoɾ
42087,no·ta·dor,nome masculino,no.ta.dˈoɾ
42088,no·tar,verbo,no.tˈa
42089,no·ta·ri·a·do,nome masculino,no.ta.ɾjˈa.dʊ
42090,no·ta·ri·al,adjetivo,no.ta.ɾjˈaw
42091,no·ta·ri·al·men·te,advérbio,no.ta.ɾjaw.mˈẽj.tʃi
42092,no·tá·ri·o,nome masculino,no.tˈa.ɾjʊ
42093,no·tá·vel,nome masculino,no.tˈa.vew ou no.tˈa.vew
42094,no·tá·vel,adjetivo,no.tˈa.vew
42095,no·ta·vel·men·te,advérbio,no.ta.vew.mˈẽj.tʃi
42096,no·tí·ci·a,nome feminino,no.tʃˈi.sjə
42097,no·ti·ci·ar,verbo,no.tʃi.sjˈa
42098,no·ti·ci·á·ri·o,nome masculino,no.tʃi.sjˈa.ɾjʊ
42099,no·ti·ci·a·ris·ta,nome masculino,no.tʃi.sja.ɾˈis.tə ou no.tʃi.sja.ɾˈis.tə
42100,no·ti·ci·á·vel,adjetivo,no.tʃi.sjˈa.vew
42101,no·ti·ci·o·sa·men·te,advérbio,no.tʃi.si.ɔ.za.mˈẽj.tʃi
42102,no·ti·ci·o·so,adjetivo,no.tʃi.si.ˈo.zʊ
42103,no·ti·fi·ca·ção,nome feminino,no.tʃi.fi.ka.sˈə̃w
42104,no·ti·fi·ca·do,nome masculino,no.tʃi.fi.kˈa.dʊ
42105,no·ti·fi·ca·do,adjetivo,no.tʃi.fi.kˈa.dʊ
42106,no·ti·fi·car,verbo,no.tʃi.fi.kˈa
42107,no·tí·va·go,nome masculino,no.tʃˈi.va.gʊ
42108,no·tí·va·go,adjetivo,no.tʃˈi.va.gʊ
42109,no·to,adjetivo,nˈɔ.tʊ
42110,no·to,nome masculino,nˈɔ.tʊ
42111,no·to·ri·a·men·te,advérbio,no.tɔ.ɾja.mˈẽj.tʃi
42112,no·to·ri·e·da·de,nome feminino,no.to.ɾi.e.dˈa.dʒi
42113,no·tó·ri·o,adjetivo,no.tˈɔ.ɾjʊ
42114,nó·tu·la,nome feminino,nˈɔ.tu.lə
42115,no·tur·nal,adjetivo,no.tur.nˈaw
